date,men_20_24_rate,women_20_24_rate,men_25plus_rate,women_25plus_rate,men_25_34_rate,women_25_34_rate,men_35_44_rate,women_35_44_rate,men_45_54_rate,women_45_54_rate,men_55plus_rate,women_55plus_rate,20_plus_overall_rate,20_plus_men_rate,20_plus_women_rate
1978-04-01,9.5,10.7,3.4,4.9,4.4,6.8,2.8,4.4,2.4,4.0,3.3,,5.366666666666666,4.3,6.159999999999999
1978-05-01,8.3,10.2,3.4,5.2,4.3,6.9,3.0,5.4,2.9,4.3,3.2,,5.388888888888889,4.183333333333333,6.3999999999999995
1978-06-01,8.7,10.2,3.2,5.1,3.8,6.7,2.9,5.0,2.6,4.3,3.0,,5.2444444444444445,4.033333333333333,6.26
1978-07-01,9.0,11.0,3.2,5.4,4.0,7.1,2.7,5.2,2.6,4.6,3.2,,5.48888888888889,4.116666666666666,6.659999999999999
1978-08-01,8.8,9.6,3.3,5.2,4.3,7.0,2.9,5.0,2.6,4.0,2.7,,5.211111111111112,4.1000000000000005,6.16
1978-09-01,8.8,10.1,3.3,5.0,4.1,6.8,2.6,4.8,3.1,3.8,2.9,,5.222222222222221,4.133333333333334,6.1
1978-10-01,8.5,8.8,3.3,4.8,4.3,6.1,2.7,4.8,2.8,4.0,3.0,,5.0,4.1000000000000005,5.700000000000001
1978-11-01,8.7,9.8,3.1,5.0,4.2,6.6,2.5,4.9,2.6,3.6,2.7,,5.066666666666667,3.966666666666667,5.9799999999999995
1978-12-01,9.0,9.5,3.3,5.0,4.5,6.7,2.8,4.9,2.7,4.0,2.8,,5.211111111111111,4.183333333333334,6.0200000000000005
1979-01-01,8.5,9.2,3.3,5.0,4.3,7.0,2.9,5.0,2.7,3.6,2.8,,5.111111111111111,4.083333333333333,5.96
1979-02-01,8.5,9.5,3.3,5.1,4.4,6.9,2.6,4.7,2.8,4.0,2.9,,5.144444444444445,4.083333333333334,6.04
1979-03-01,8.5,9.6,3.3,5.0,4.5,6.6,2.6,4.6,2.7,4.1,2.9,,5.122222222222223,4.083333333333333,5.9799999999999995
1979-04-01,8.1,9.4,3.3,4.9,4.2,6.4,2.8,4.4,2.9,4.3,2.9,,5.044444444444444,4.033333333333332,5.880000000000001
1979-05-01,8.3,9.6,3.0,4.7,3.9,6.2,2.5,4.6,2.5,3.9,2.8,,4.922222222222222,3.833333333333334,5.8
1979-06-01,8.4,9.5,3.1,4.8,3.8,6.6,2.6,4.6,2.8,3.7,2.9,,4.988888888888889,3.9333333333333336,5.84
1979-07-01,9.0,9.3,3.3,4.7,4.1,6.3,2.7,4.2,2.7,3.7,3.1,,5.011111111111111,4.1499999999999995,5.64
1979-08-01,8.9,10.4,3.4,5.0,4.5,6.5,2.9,5.0,2.7,3.8,2.9,,5.288888888888889,4.216666666666666,6.14
1979-09-01,9.0,9.8,3.3,4.7,4.1,6.2,3.2,4.6,2.7,3.9,2.9,,5.155555555555555,4.199999999999999,5.839999999999999
1979-10-01,9.3,9.6,3.4,4.9,4.2,6.4,3.1,4.6,3.1,3.8,2.9,,5.222222222222222,4.333333333333334,5.86
1979-11-01,8.5,9.5,3.6,4.8,4.8,6.4,3.3,4.3,2.7,3.9,2.8,,5.133333333333333,4.283333333333333,5.78
1979-12-01,9.9,10.1,3.4,4.7,4.5,6.2,3.1,4.6,2.5,4.0,2.7,,5.288888888888889,4.3500000000000005,5.92
1980-01-01,10.5,9.9,3.8,5.0,5.1,6.3,3.3,4.7,2.8,4.2,3.3,,5.566666666666666,4.8,6.02
1980-02-01,10.4,9.5,3.8,5.1,5.0,6.8,3.5,4.8,2.9,4.2,2.8,,5.544444444444444,4.733333333333333,6.08
1980-03-01,10.6,9.2,4.1,5.0,5.8,6.8,3.5,4.9,3.1,4.1,2.9,,5.655555555555555,5.0,6.0
1980-04-01,12.2,10.1,4.7,5.4,6.8,7.2,3.8,5.1,3.4,4.5,3.3,,6.266666666666666,5.699999999999999,6.459999999999999
1980-05-01,13.5,11.2,5.0,5.4,7.2,7.3,4.4,5.3,3.6,4.4,3.4,,6.7,6.183333333333334,6.720000000000001
1980-06-01,13.6,10.6,5.2,5.6,7.3,7.5,4.4,5.3,3.8,4.7,3.5,,6.7444444444444445,6.3,6.74
1980-07-01,13.6,11.0,5.5,5.7,7.7,7.4,4.8,5.8,4.2,4.7,3.7,,6.98888888888889,6.583333333333335,6.92
1980-08-01,13.8,10.4,5.4,5.8,7.5,7.6,4.9,5.9,4.1,4.9,3.7,,6.977777777777779,6.566666666666667,6.919999999999999
1980-09-01,13.6,10.5,5.4,5.4,8.0,7.1,4.5,5.2,3.9,4.7,3.6,,6.788888888888889,6.5,6.58
1980-10-01,13.7,10.6,5.0,5.9,7.3,7.7,4.2,5.7,3.7,5.0,3.2,,6.788888888888889,6.183333333333334,6.9799999999999995
1980-11-01,13.1,10.9,5.0,5.7,7.0,7.4,3.9,5.5,4.4,4.7,3.3,,6.688888888888888,6.116666666666666,6.840000000000001
1980-12-01,12.2,10.7,4.8,5.8,6.6,7.7,4.2,5.6,3.9,4.3,3.2,,6.48888888888889,5.816666666666666,6.8199999999999985
1981-01-01,12.8,10.9,4.9,5.8,6.7,7.9,4.2,5.7,3.9,4.4,3.4,,6.655555555555556,5.983333333333333,6.94
1981-02-01,12.8,10.7,5.0,5.7,6.6,7.5,4.6,5.3,3.7,4.7,3.4,,6.588888888888889,6.016666666666667,6.779999999999999
1981-03-01,12.9,10.4,4.8,5.8,6.5,7.4,4.6,5.5,3.7,4.4,3.3,,6.522222222222222,5.966666666666666,6.7
1981-04-01,12.9,10.8,4.6,5.6,6.3,7.4,4.5,5.6,3.2,4.1,3.1,,6.433333333333334,5.766666666666667,6.7
1981-05-01,14.1,11.3,4.8,5.7,6.7,8.2,3.9,5.3,3.7,4.3,3.4,,6.766666666666667,6.099999999999999,6.959999999999999
1981-06-01,13.0,11.3,5.0,5.7,6.7,7.4,4.2,5.6,4.0,4.4,3.4,,6.666666666666668,6.05,6.88
1981-07-01,11.8,11.4,4.8,5.7,6.4,7.7,4.0,5.3,4.0,4.5,3.6,,6.522222222222223,5.766666666666667,6.92
1981-08-01,13.0,11.0,4.9,5.6,6.8,7.5,4.0,5.4,4.3,4.5,3.4,,6.655555555555555,6.066666666666666,6.8
1981-09-01,13.1,11.5,5.0,6.0,6.9,7.7,4.4,5.9,3.9,4.4,3.5,,6.811111111111112,6.133333333333333,7.1
1981-10-01,13.7,11.4,5.4,6.2,7.5,7.9,4.8,6.0,4.1,4.8,3.6,,7.0888888888888895,6.516666666666667,7.26
1981-11-01,14.2,11.2,5.7,6.4,7.9,8.2,5.2,6.3,4.2,5.1,3.6,,7.322222222222221,6.800000000000001,7.44
1981-12-01,14.6,12.2,6.3,6.4,8.5,8.2,5.8,6.3,4.6,5.2,4.3,,7.7444444444444445,7.349999999999999,7.660000000000001
1982-01-01,14.9,11.9,6.3,6.3,8.4,8.1,5.9,6.2,4.8,5.2,4.3,,7.7444444444444445,7.433333333333333,7.540000000000001
1982-02-01,15.3,12.5,6.4,6.6,8.6,8.1,5.7,6.8,4.8,5.6,4.4,,7.977777777777779,7.533333333333334,7.92
1982-03-01,15.7,12.5,6.7,6.9,9.0,8.7,6.1,6.6,5.0,6.1,4.7,,8.266666666666666,7.866666666666667,8.16
1982-04-01,15.9,13.0,6.9,7.1,9.5,9.1,6.0,6.8,5.0,5.7,5.0,,8.444444444444445,8.049999999999999,8.34
1982-05-01,15.5,12.8,7.0,7.2,9.5,9.4,6.5,6.9,5.4,5.8,4.8,,8.511111111111113,8.116666666666665,8.419999999999998
1982-06-01,16.0,13.1,7.5,7.1,10.4,9.4,6.7,6.5,5.3,5.0,5.1,,8.61111111111111,8.5,8.22
1982-07-01,16.2,13.2,7.6,7.3,10.5,9.6,6.8,6.7,5.8,5.7,5.0,,8.833333333333334,8.649999999999999,8.500000000000002
1982-08-01,16.5,13.6,7.7,7.0,10.4,9.3,7.1,6.8,5.8,5.6,5.5,,8.955555555555556,8.833333333333334,8.46
1982-09-01,17.3,13.0,8.2,7.4,11.2,9.8,7.4,6.8,6.5,6.1,5.3,,9.266666666666666,9.316666666666666,8.620000000000001
1982-10-01,17.5,13.8,8.5,7.6,11.3,9.9,7.9,7.3,6.5,6.3,5.8,,9.588888888888889,9.583333333333332,8.979999999999999
1982-11-01,18.1,14.3,8.6,8.1,11.2,10.1,8.3,7.9,6.6,6.6,5.8,,9.877777777777778,9.766666666666667,9.4
1982-12-01,17.9,14.4,8.7,8.4,11.5,10.3,8.4,8.5,6.3,6.5,6.0,,9.977777777777778,9.799999999999999,9.620000000000001
1983-01-01,17.7,14.2,8.2,8.0,10.8,10.3,7.8,7.8,6.4,6.5,5.9,,9.711111111111112,9.466666666666667,9.36
1983-02-01,17.7,14.4,8.5,7.8,11.1,9.8,7.7,7.8,7.0,6.1,5.9,,9.722222222222221,9.65,9.18
1983-03-01,16.8,14.2,8.4,7.7,11.5,9.8,7.4,7.6,6.6,6.3,5.8,,9.555555555555554,9.416666666666666,9.12
1983-04-01,17.0,13.4,8.4,7.4,10.9,9.2,7.6,7.1,6.9,6.6,6.4,,9.455555555555556,9.533333333333333,8.74
1983-05-01,16.9,13.1,8.3,7.5,10.7,9.3,7.8,7.5,6.8,6.7,6.0,,9.422222222222222,9.416666666666666,8.820000000000002
1983-06-01,15.8,13.1,7.9,7.9,10.4,9.7,7.4,7.5,6.3,6.5,5.6,,9.144444444444444,8.9,8.940000000000001
1983-07-01,15.5,11.7,7.6,7.1,9.8,8.8,7.2,7.1,6.1,5.8,5.5,,8.61111111111111,8.616666666666669,8.099999999999998
1983-08-01,15.8,12.7,7.6,6.9,9.9,8.7,6.9,6.4,6.2,6.1,5.4,,8.677777777777779,8.633333333333333,8.16
1983-09-01,15.0,12.5,7.5,6.8,9.7,8.7,7.0,6.4,5.9,5.6,5.3,,8.455555555555556,8.4,8.0
1983-10-01,14.9,12.2,7.0,6.5,9.0,8.5,6.5,6.0,5.8,5.5,5.0,,8.155555555555557,8.033333333333333,7.74
1983-11-01,13.8,12.0,6.7,6.3,8.7,8.3,6.0,5.7,5.5,4.9,5.1,,7.777777777777778,7.633333333333334,7.44
1983-12-01,13.3,11.4,6.5,6.6,8.2,8.4,5.6,5.9,5.6,5.4,5.2,,7.666666666666667,7.400000000000001,7.539999999999999
1984-01-01,13.2,11.7,6.2,6.2,8.2,7.8,5.4,5.6,4.9,5.4,4.9,,7.455555555555557,7.133333333333333,7.339999999999999
1984-02-01,12.2,11.1,6.1,6.1,8.0,7.8,5.4,5.6,4.8,5.1,4.6,,7.177777777777777,6.849999999999999,7.140000000000001
1984-03-01,12.1,11.3,5.9,6.0,7.6,8.1,5.2,5.5,4.8,4.8,4.7,,7.122222222222222,6.716666666666668,7.139999999999999
1984-04-01,12.6,11.5,5.9,6.0,7.5,7.7,5.6,5.6,4.6,5.0,4.6,,7.188888888888887,6.800000000000001,7.159999999999999
1984-05-01,10.9,11.3,5.7,5.8,7.1,7.3,5.3,5.3,4.8,5.2,4.7,,6.877777777777778,6.416666666666668,6.980000000000001
1984-06-01,11.3,10.0,5.4,5.8,6.8,7.1,5.3,5.2,4.0,5.0,4.4,,6.566666666666666,6.2,6.619999999999999
1984-07-01,11.5,10.8,5.6,6.0,7.2,7.5,5.3,5.5,4.3,5.9,4.6,,6.955555555555556,6.416666666666667,7.140000000000001
1984-08-01,12.4,11.2,5.5,6.0,6.6,7.4,5.5,5.8,4.2,5.4,4.7,,7.022222222222222,6.483333333333334,7.160000000000001
1984-09-01,12.4,10.3,5.5,5.8,6.3,7.1,5.4,5.7,4.6,5.3,4.7,,6.866666666666667,6.483333333333334,6.840000000000001
1984-10-01,11.2,11.0,5.4,6.1,6.6,7.2,5.1,5.8,4.5,5.4,4.5,,6.811111111111111,6.216666666666668,7.1
1984-11-01,11.1,10.7,5.4,5.9,6.7,7.0,4.6,5.5,4.6,5.2,4.6,,6.666666666666667,6.166666666666667,6.860000000000001
1984-12-01,11.6,10.5,5.5,5.8,6.9,6.9,4.4,5.9,4.9,5.1,4.4,,6.733333333333333,6.283333333333332,6.840000000000001
1985-01-01,11.5,10.5,5.5,6.0,6.9,7.5,5.0,5.8,4.9,4.9,4.4,,6.822222222222222,6.366666666666666,6.94
1985-02-01,11.8,10.7,5.3,5.9,6.7,7.4,4.9,5.5,4.6,5.0,4.1,,6.7444444444444445,6.233333333333334,6.9
1985-03-01,11.8,10.6,5.3,6.0,6.5,7.3,4.9,5.7,4.7,5.4,3.8,,6.7444444444444445,6.166666666666667,7.0
1985-04-01,11.3,10.7,5.6,6.0,7.0,7.6,5.0,5.4,5.0,5.3,4.1,,6.822222222222223,6.333333333333333,6.999999999999998
1985-05-01,11.7,10.6,5.1,6.1,6.4,7.7,4.7,5.7,4.0,4.8,4.1,,6.633333333333334,5.999999999999999,6.9799999999999995
1985-06-01,11.7,10.4,5.5,6.0,6.6,7.6,5.4,5.8,4.6,4.7,4.4,,6.8,6.366666666666666,6.9
1985-07-01,11.5,10.6,5.4,5.9,6.5,7.5,4.9,5.6,4.8,4.8,4.7,,6.7666666666666675,6.3,6.88
1985-08-01,11.1,10.9,5.3,5.9,6.6,7.4,4.7,5.7,4.9,4.2,3.9,,6.6,6.083333333333333,6.82
1985-09-01,11.0,10.9,5.4,5.9,6.8,7.5,4.7,5.5,4.6,4.8,4.0,,6.644444444444444,6.083333333333333,6.92
1985-10-01,11.3,10.8,5.2,5.6,6.5,7.4,4.5,5.1,4.8,4.3,4.1,,6.533333333333334,6.066666666666666,6.639999999999999
1985-11-01,11.2,10.9,5.2,5.6,6.4,7.4,4.8,5.0,4.4,4.0,3.9,,6.4444444444444455,5.983333333333333,6.58
1985-12-01,10.7,10.7,5.2,5.5,6.4,7.1,5.0,4.9,4.4,4.9,3.9,,6.444444444444445,5.933333333333333,6.619999999999999
1986-01-01,10.5,10.4,5.0,5.3,6.0,6.8,4.9,4.5,4.4,4.8,3.9,,6.2444444444444445,5.783333333333332,6.36
1986-02-01,10.7,11.2,5.4,5.8,6.6,7.6,5.5,5.0,4.3,4.5,4.3,,6.633333333333332,6.133333333333333,6.82
1986-03-01,11.2,10.1,5.4,5.9,6.5,7.6,5.1,5.4,4.5,4.7,4.2,,6.588888888888889,6.150000000000001,6.74
1986-04-01,11.6,10.0,5.3,5.8,6.7,7.5,4.8,5.7,4.5,4.4,4.0,,6.5777777777777775,6.1499999999999995,6.68
1986-05-01,11.6,10.7,5.4,5.7,6.9,7.3,5.0,5.5,4.7,4.7,3.8,,6.688888888888888,6.233333333333333,6.779999999999999
1986-06-01,10.9,10.3,5.5,5.7,6.7,7.4,5.2,5.3,4.7,5.2,4.1,,6.644444444444445,6.183333333333334,6.779999999999999
1986-07-01,11.1,10.2,5.5,5.4,7.1,7.1,5.0,4.9,4.6,4.5,4.1,,6.511111111111111,6.233333333333334,6.42
1986-08-01,10.6,10.4,5.4,5.4,6.4,7.3,5.1,4.7,4.3,4.6,4.2,,6.400000000000001,6.0,6.4799999999999995
1986-09-01,12.0,10.2,5.4,5.4,6.8,7.2,5.0,4.7,4.3,4.5,4.3,,6.555555555555555,6.3,6.4
1986-10-01,10.6,10.7,5.6,5.4,7.0,7.0,5.2,4.8,4.1,4.5,4.5,,6.488888888888889,6.166666666666667,6.480000000000001
1986-11-01,10.7,9.4,5.4,5.4,6.8,7.2,5.2,5.0,4.3,4.0,4.0,,6.288888888888889,6.066666666666666,6.2
1986-12-01,11.1,10.2,5.2,5.0,6.6,6.8,4.8,4.6,4.1,4.0,3.8,,6.222222222222221,5.933333333333333,6.12
1987-01-01,10.6,10.5,5.2,5.0,6.9,6.8,4.9,4.7,4.1,3.9,3.5,,6.211111111111111,5.866666666666667,6.18
1987-02-01,11.0,10.1,5.0,5.0,6.4,6.7,4.7,4.8,4.6,4.1,3.3,,6.188888888888889,5.833333333333332,6.140000000000001
1987-03-01,10.3,10.1,5.0,5.1,6.2,6.6,4.7,5.1,4.6,3.7,3.6,,6.1000000000000005,5.733333333333333,6.119999999999999
1987-04-01,10.3,9.8,4.9,4.8,6.0,6.5,4.4,4.5,4.5,3.5,3.8,,5.922222222222222,5.6499999999999995,5.82
1987-05-01,10.1,9.6,4.9,4.7,6.0,6.3,4.5,4.4,4.2,3.6,3.8,,5.833333333333333,5.583333333333333,5.720000000000001
1987-06-01,10.6,9.4,4.9,4.6,6.0,5.9,4.3,4.5,4.5,3.5,3.5,,5.800000000000001,5.633333333333333,5.58
1987-07-01,10.1,9.3,4.7,4.6,5.7,6.1,4.6,4.5,4.3,3.6,3.5,,5.7444444444444445,5.483333333333334,5.62
1987-08-01,9.5,9.2,4.7,4.7,5.7,5.9,4.3,4.5,4.1,3.9,3.5,,5.622222222222223,5.3,5.639999999999999
1987-09-01,9.2,9.7,4.5,4.7,5.4,5.9,4.2,4.7,4.1,3.1,3.3,,5.51111111111111,5.116666666666666,5.619999999999999
1987-10-01,9.0,8.6,4.6,4.7,5.6,5.5,4.5,4.7,4.0,4.2,3.3,,5.488888888888889,5.166666666666667,5.54
1987-11-01,9.1,8.4,4.4,4.6,5.5,5.8,4.0,4.3,3.7,3.9,3.5,,5.355555555555556,5.033333333333333,5.4
1987-12-01,8.7,8.4,4.3,4.6,5.6,6.0,4.0,4.4,3.5,3.4,3.1,,5.233333333333333,4.866666666666667,5.359999999999999
1988-01-01,9.7,8.2,4.3,4.6,5.4,5.9,3.9,4.6,3.5,3.4,3.8,,5.377777777777777,5.1,5.339999999999999
1988-02-01,9.1,8.7,4.3,4.6,5.2,5.8,4.0,4.7,3.7,3.6,3.3,,5.344444444444444,4.933333333333333,5.4799999999999995
1988-03-01,9.2,9.2,4.3,4.2,5.5,5.6,4.0,4.2,3.3,3.0,3.5,,5.277777777777778,4.966666666666667,5.24
1988-04-01,8.9,8.4,4.0,4.3,5.1,5.5,3.9,3.9,3.1,3.8,3.2,,5.088888888888889,4.7,5.18
1988-05-01,9.2,8.8,4.3,4.3,5.3,5.3,4.2,4.2,3.2,3.6,3.5,,5.255555555555556,4.95,5.24
1988-06-01,8.3,8.5,4.2,4.3,5.4,5.7,3.5,4.0,3.3,3.2,3.2,,5.011111111111112,4.6499999999999995,5.14
1988-07-01,8.6,8.6,4.0,4.4,5.0,5.6,3.7,4.1,3.4,3.6,3.1,,5.0777777777777775,4.633333333333334,5.260000000000001
1988-08-01,8.9,8.0,4.4,4.3,5.5,5.7,4.0,4.1,3.4,3.4,3.4,,5.155555555555555,4.933333333333333,5.1
1988-09-01,8.2,8.1,4.1,4.4,5.2,5.8,3.6,3.8,3.6,3.6,2.9,,4.977777777777778,4.6000000000000005,5.140000000000001
1988-10-01,9.0,7.8,4.1,4.2,5.1,5.8,3.7,3.9,3.4,3.2,3.1,,5.0,4.733333333333333,4.9799999999999995
1988-11-01,8.7,8.4,4.2,4.2,5.6,5.6,3.7,3.9,3.6,3.4,3.2,,5.122222222222223,4.833333333333333,5.1
1988-12-01,8.7,8.6,4.1,4.0,4.9,5.4,3.8,3.8,3.9,3.1,3.3,,5.0555555555555545,4.783333333333333,4.98
1989-01-01,9.3,9.0,4.0,4.1,4.7,5.3,3.9,3.7,3.7,3.3,3.0,,5.1,4.766666666666667,5.08
1989-02-01,8.3,8.2,3.9,4.0,4.8,5.3,3.8,3.8,3.3,3.0,3.3,,4.866666666666666,4.566666666666667,4.86
1989-03-01,7.4,8.6,3.8,4.0,4.7,5.4,3.7,3.6,3.1,3.5,2.9,,4.766666666666667,4.266666666666667,5.0200000000000005
1989-04-01,8.2,8.7,4.1,4.1,5.2,5.5,3.9,3.7,3.3,3.3,3.1,,4.988888888888889,4.633333333333334,5.06
1989-05-01,8.0,7.9,3.8,4.3,4.8,6.1,3.5,3.6,2.7,3.2,3.0,,4.7555555555555555,4.3,5.02
1989-06-01,8.9,8.5,3.7,4.3,4.7,5.8,3.2,3.6,2.8,3.3,3.1,,4.877777777777777,4.4,5.1000000000000005
1989-07-01,8.9,8.4,3.8,4.4,4.7,6.0,3.6,3.9,3.1,3.1,3.0,,4.966666666666667,4.516666666666667,5.16
1989-08-01,9.6,7.9,3.8,4.3,4.3,5.8,3.7,3.9,3.1,3.1,3.2,,4.955555555555557,4.616666666666666,5.0
1989-09-01,9.7,7.7,4.1,4.2,5.0,5.6,3.9,4.1,3.0,2.8,3.5,,5.033333333333333,4.866666666666666,4.880000000000001
1989-10-01,9.2,8.2,4.0,4.3,4.9,5.6,3.7,4.1,3.5,3.1,3.2,,5.055555555555555,4.75,5.0600000000000005
1989-11-01,9.4,8.4,4.0,4.2,4.9,5.4,4.0,4.0,3.4,3.2,3.5,,5.133333333333334,4.866666666666666,5.04
1989-12-01,9.5,7.9,4.0,4.3,4.8,5.7,3.7,4.1,3.4,3.3,3.8,,5.133333333333333,4.866666666666666,5.0600000000000005
1990-01-01,8.5,8.8,4.1,4.1,5.1,5.2,3.7,3.8,3.6,3.5,3.7,,5.1000000000000005,4.783333333333333,5.08
1990-02-01,8.5,8.4,4.0,4.2,5.1,5.5,3.6,3.9,3.2,3.3,3.5,,5.0,4.65,5.0600000000000005
1990-03-01,8.5,8.7,4.1,4.1,5.1,5.4,3.6,3.8,3.4,3.0,3.4,,4.988888888888889,4.683333333333333,5.0
1990-04-01,9.2,9.2,4.2,4.2,5.1,5.5,3.7,3.9,3.8,3.0,3.4,,5.199999999999999,4.8999999999999995,5.159999999999999
1990-05-01,8.8,8.3,4.1,4.2,5.2,5.7,3.8,3.8,3.5,3.1,3.3,,5.055555555555555,4.783333333333334,5.0200000000000005
1990-06-01,8.9,7.6,4.1,4.1,5.1,5.4,3.9,4.1,3.5,3.2,3.1,,4.977777777777778,4.766666666666667,4.880000000000001
1990-07-01,8.6,8.3,4.4,4.3,5.6,5.6,4.1,4.4,3.4,3.2,3.4,,5.177777777777777,4.916666666666667,5.16
1990-08-01,9.1,8.8,4.5,4.4,5.9,5.5,4.2,4.3,3.5,3.4,3.4,,5.344444444444444,5.1,5.28
1990-09-01,9.5,8.8,4.7,4.5,5.8,5.7,4.4,4.6,3.4,3.5,3.7,,5.48888888888889,5.249999999999999,5.42
1990-10-01,9.8,8.9,4.8,4.6,5.9,5.8,4.4,4.5,4.0,3.5,4.0,,5.644444444444444,5.483333333333333,5.46
1990-11-01,10.0,8.7,5.1,4.7,6.0,6.2,4.9,4.6,4.7,3.8,4.1,,5.888888888888889,5.8,5.6
1990-12-01,10.1,8.1,5.2,4.8,6.4,6.0,4.8,4.8,4.6,4.1,3.9,,5.866666666666666,5.833333333333333,5.56
1991-01-01,10.3,8.8,5.1,4.8,6.3,6.3,4.7,4.8,4.5,3.8,3.9,,5.933333333333334,5.8,5.700000000000001
1991-02-01,11.4,9.3,5.5,4.9,6.7,6.4,5.2,4.7,5.0,3.9,4.3,,6.322222222222223,6.349999999999999,5.84
1991-03-01,11.3,9.6,5.8,5.1,7.2,6.4,5.4,4.9,4.7,4.4,4.4,,6.477777777777778,6.466666666666668,6.08
1991-04-01,11.4,8.8,5.7,5.1,7.0,6.4,5.6,5.0,4.5,4.1,4.3,,6.344444444444444,6.416666666666667,5.88
1991-05-01,11.0,11.0,5.8,5.2,7.0,6.7,5.7,5.0,4.8,4.1,4.5,,6.644444444444444,6.466666666666666,6.4
1991-06-01,11.9,10.2,5.8,5.2,7.0,6.8,5.6,4.8,4.7,4.1,4.5,,6.622222222222224,6.583333333333333,6.220000000000001
1991-07-01,12.1,9.9,5.7,4.9,6.8,6.6,5.6,4.4,4.9,4.1,4.4,,6.533333333333333,6.583333333333333,5.9799999999999995
1991-08-01,12.1,9.4,5.8,5.2,6.9,7.1,5.6,4.8,5.0,4.1,4.5,,6.611111111111111,6.6499999999999995,6.12
1991-09-01,12.4,8.9,5.8,5.2,7.1,7.0,5.6,4.7,5.1,4.2,4.1,,6.566666666666666,6.683333333333334,6.0
1991-10-01,12.2,10.5,5.8,5.3,7.2,7.2,5.7,4.7,5.0,4.5,4.0,,6.777777777777778,6.6499999999999995,6.44
1991-11-01,11.6,10.9,5.9,5.3,7.4,6.9,5.7,4.9,5.0,4.5,4.3,,6.8,6.649999999999999,6.5
1991-12-01,12.6,10.9,6.0,5.4,7.5,7.1,5.6,4.8,5.1,4.6,4.8,,7.0,6.933333333333334,6.56
1992-01-01,12.4,10.1,6.2,5.4,7.7,7.2,6.0,4.9,5.4,4.6,5.0,,7.033333333333333,7.116666666666666,6.44
1992-02-01,12.5,10.0,6.4,5.7,7.6,7.1,6.4,5.4,5.6,4.9,4.9,,7.155555555555556,7.233333333333333,6.619999999999999
1992-03-01,12.4,9.7,6.3,5.7,7.7,7.4,5.9,5.4,5.6,4.9,5.0,,7.111111111111111,7.1499999999999995,6.619999999999999
1992-04-01,12.2,10.1,6.4,5.8,7.9,7.3,5.7,5.5,5.6,4.7,5.2,,7.133333333333334,7.166666666666668,6.68
1992-05-01,12.9,10.1,6.6,5.8,8.2,7.2,6.0,5.6,6.0,4.7,5.2,,7.322222222222221,7.483333333333334,6.68
1992-06-01,12.2,10.6,6.8,5.8,8.2,7.5,6.1,5.7,6.0,4.2,6.1,,7.3999999999999995,7.566666666666666,6.76
1992-07-01,12.3,10.6,6.5,6.0,7.7,7.5,6.1,5.7,5.7,4.7,5.4,,7.300000000000001,7.283333333333334,6.9
1992-08-01,11.8,10.8,6.6,5.9,8.1,7.5,6.2,5.6,5.7,4.6,5.3,,7.28888888888889,7.283333333333334,6.880000000000001
1992-09-01,11.8,10.7,6.5,5.8,8.1,7.4,6.2,5.5,5.5,4.7,5.1,,7.222222222222222,7.2,6.82
1992-10-01,11.9,10.4,6.5,5.7,8.0,7.4,6.3,5.5,5.4,4.4,5.2,,7.166666666666667,7.216666666666666,6.68
1992-11-01,12.3,10.0,6.4,5.7,7.8,7.7,6.1,5.4,5.3,4.3,5.0,,7.1,7.1499999999999995,6.619999999999999
1992-12-01,12.0,10.9,6.2,5.9,7.3,7.5,6.0,6.1,5.4,4.4,5.0,,7.177777777777777,6.983333333333333,6.959999999999999
1993-01-01,11.6,10.5,5.9,5.7,7.2,7.1,5.7,5.7,5.4,4.6,4.6,,6.933333333333334,6.733333333333333,6.719999999999999
1993-02-01,11.8,10.7,5.9,5.5,7.2,6.9,5.8,5.5,5.3,4.3,4.6,,6.9,6.766666666666667,6.58
1993-03-01,11.3,9.9,6.1,5.2,7.3,6.8,5.8,4.9,5.6,4.4,4.8,,6.7555555555555555,6.816666666666666,6.24
1993-04-01,11.7,10.1,5.9,5.5,6.9,6.7,5.7,5.3,5.5,4.8,4.5,,6.800000000000001,6.7,6.4799999999999995
1993-05-01,12.4,10.3,5.8,5.4,7.0,6.8,5.7,5.3,5.1,4.8,4.6,,6.888888888888889,6.766666666666667,6.5200000000000005
1993-06-01,11.5,9.6,6.0,5.5,7.4,6.8,5.8,5.2,5.1,4.7,4.5,,6.7333333333333325,6.716666666666666,6.359999999999999
1993-07-01,11.2,9.6,5.9,5.4,7.0,6.9,5.6,5.0,5.1,4.8,4.7,,6.655555555555555,6.583333333333335,6.34
1993-08-01,11.1,9.3,5.7,5.3,7.0,6.5,5.3,5.2,5.0,4.6,4.9,,6.544444444444444,6.5,6.18
1993-09-01,10.9,8.4,5.7,5.4,6.7,7.1,5.4,5.0,5.0,4.5,5.1,,6.455555555555556,6.466666666666668,6.08
1993-10-01,10.8,9.4,5.6,5.4,6.7,6.6,5.7,5.7,4.9,4.3,4.7,,6.533333333333334,6.3999999999999995,6.279999999999999
1993-11-01,10.4,9.6,5.4,5.3,6.5,6.3,5.3,5.9,4.2,4.2,4.5,,6.322222222222222,6.05,6.26
1993-12-01,10.1,9.4,5.4,5.3,6.3,6.8,5.3,5.4,4.5,4.2,5.0,,6.333333333333333,6.1000000000000005,6.22
