date,men_20_24_rate,women_20_24_rate,men_25plus_rate,women_25plus_rate,men_25_34_rate,women_25_34_rate,men_35_44_rate,women_35_44_rate,men_45_54_rate,women_45_54_rate,men_55plus_rate,women_55plus_rate,20_plus_overall_rate,20_plus_men_rate,20_plus_women_rate
2009-04-01,16.9,11.6,8.6,6.7,11.2,8.0,8.4,6.8,7.5,5.8,6.9,5.9,8.900000000000002,9.916666666666666,7.466666666666666
2009-05-01,17.5,12.3,9.0,7.0,11.6,8.8,9.1,6.9,7.9,5.9,7.0,6.0,9.3,10.35,7.816666666666666
2009-06-01,17.1,13.0,9.1,7.0,11.2,8.6,8.9,7.2,8.5,6.1,7.8,6.2,9.459999999999999,10.433333333333334,8.016666666666667
2009-07-01,16.8,13.3,9.0,7.0,11.2,8.8,8.9,6.7,8.6,6.1,7.3,6.4,9.41,10.299999999999999,8.05
2009-08-01,16.8,13.4,9.3,7.1,11.5,9.2,9.4,6.9,8.8,6.3,7.4,6.1,9.580000000000002,10.533333333333333,8.166666666666666
2009-09-01,17.3,13.0,9.4,7.3,11.6,8.9,9.4,7.8,9.0,6.5,7.2,6.3,9.7,10.65,8.299999999999999
2009-10-01,18.9,12.4,9.5,7.5,11.3,9.6,10.0,7.8,8.8,6.4,7.5,6.3,9.899999999999999,11.0,8.333333333333332
2009-11-01,18.4,13.4,9.4,7.3,11.2,9.1,9.3,7.8,9.2,5.9,7.6,6.4,9.83,10.85,8.316666666666665
2009-12-01,18.4,12.4,9.2,7.6,10.8,9.0,8.9,8.5,8.9,6.7,7.9,6.2,9.77,10.683333333333332,8.4
2010-01-01,19.4,12.1,9.2,7.4,11.1,8.8,9.1,7.9,8.7,6.7,7.7,6.1,9.76,10.866666666666667,8.166666666666668
2010-02-01,18.5,12.9,9.3,7.4,11.1,8.7,9.5,7.9,8.5,6.5,7.9,6.4,9.790000000000001,10.799999999999999,8.299999999999999
2010-03-01,18.4,13.0,9.2,7.6,11.4,8.8,8.9,8.3,8.8,6.9,7.6,6.1,9.819999999999999,10.716666666666667,8.450000000000001
2010-04-01,20.0,14.1,9.0,7.6,11.0,9.5,8.7,7.6,8.6,7.0,7.6,6.2,10.03,10.816666666666668,8.666666666666666
2010-05-01,16.2,13.1,9.0,7.6,11.4,9.6,8.5,7.2,8.3,6.8,7.6,6.2,9.489999999999998,10.166666666666668,8.416666666666666
2010-06-01,17.6,12.6,8.9,7.2,11.3,8.9,8.1,7.3,8.6,6.3,7.4,6.3,9.440000000000001,10.316666666666666,8.1
2010-07-01,17.8,12.9,8.7,7.3,10.5,9.0,8.1,7.5,8.3,6.4,7.6,6.1,9.419999999999998,10.166666666666668,8.200000000000001
2010-08-01,16.7,12.5,8.9,7.4,10.3,9.1,8.0,7.3,8.8,7.2,8.5,6.3,9.469999999999999,10.200000000000001,8.299999999999999
2010-09-01,16.9,12.5,8.8,7.4,10.6,8.9,8.4,8.1,8.3,6.7,7.8,6.3,9.45,10.133333333333333,8.316666666666666
2010-10-01,16.8,13.8,8.6,7.4,10.1,9.0,8.1,7.5,8.2,7.0,8.1,6.0,9.459999999999999,9.983333333333333,8.450000000000001
2010-11-01,18.5,13.5,8.9,7.8,10.9,9.9,7.9,7.6,9.0,7.0,7.8,6.5,9.86,10.499999999999998,8.716666666666667
2010-12-01,16.8,13.3,8.5,7.4,10.3,9.4,7.9,7.6,8.3,6.6,7.3,6.2,9.370000000000001,9.85,8.416666666666668
2011-01-01,16.2,14.1,8.2,7.1,9.8,8.8,7.7,7.1,7.8,6.6,7.3,6.3,9.169999999999998,9.5,8.333333333333334
2011-02-01,16.4,14.1,8.0,7.2,9.7,9.2,7.5,7.3,7.5,6.6,7.2,5.6,9.11,9.383333333333333,8.333333333333334
2011-03-01,16.4,13.3,7.9,7.2,9.5,9.0,7.4,7.1,7.8,6.5,6.9,6.0,8.99,9.316666666666665,8.183333333333334
2011-04-01,16.3,13.3,8.1,7.3,10.1,9.3,7.3,7.5,7.7,6.6,7.0,5.8,9.09,9.416666666666666,8.3
2011-05-01,15.8,13.7,8.0,7.4,9.9,9.0,7.4,7.6,7.7,6.5,7.0,6.3,9.09,9.3,8.416666666666666
2011-06-01,15.1,13.5,8.4,7.4,10.1,9.1,8.0,7.3,7.6,7.0,7.8,6.1,9.159999999999998,9.5,8.4
2011-07-01,15.3,13.6,8.1,7.1,10.2,9.0,7.3,6.5,7.6,6.6,7.3,6.4,8.98,9.299999999999999,8.200000000000001
2011-08-01,15.9,12.9,8.0,7.3,9.6,9.1,8.0,7.4,7.3,6.8,7.0,6.5,9.05,9.299999999999999,8.333333333333332
2011-09-01,15.5,13.6,7.9,7.5,9.6,9.5,7.6,7.4,7.4,6.9,6.8,6.4,9.07,9.133333333333333,8.549999999999999
2011-10-01,14.7,13.0,8.0,7.3,9.9,9.0,7.5,6.8,7.2,6.5,7.2,6.6,8.84,9.083333333333334,8.200000000000001
2011-11-01,16.0,12.4,7.4,7.2,9.1,9.1,7.0,7.0,6.6,6.6,6.6,6.2,8.66,8.783333333333333,8.083333333333334
2011-12-01,15.3,13.1,7.1,7.3,9.2,9.3,6.6,7.0,6.4,6.6,6.1,6.1,8.569999999999999,8.45,8.233333333333334
2012-01-01,14.4,12.0,6.9,7.1,8.9,9.1,6.4,7.4,6.2,6.5,6.0,5.9,8.280000000000001,8.133333333333335,8.0
2012-02-01,15.7,11.7,6.8,7.2,8.6,8.7,6.4,7.3,6.3,6.7,5.7,6.0,8.309999999999999,8.25,7.933333333333334
2012-03-01,14.0,11.9,7.0,6.8,8.9,8.5,6.6,6.3,6.1,6.5,6.3,6.0,8.11,8.15,7.666666666666667
2012-04-01,14.5,12.1,6.8,6.9,8.2,8.3,6.5,6.7,6.1,6.3,6.3,6.1,8.11,8.066666666666666,7.733333333333333
2012-05-01,14.2,11.7,7.0,6.9,8.0,8.6,6.5,6.9,6.4,6.1,7.0,5.9,8.13,8.183333333333334,7.683333333333334
2012-06-01,15.0,12.0,7.0,6.9,7.9,8.5,7.1,7.0,6.4,6.4,6.7,5.7,8.27,8.35,7.75
2012-07-01,14.8,11.9,6.9,6.9,7.8,8.4,6.5,7.0,6.6,6.4,6.5,5.7,8.16,8.183333333333334,7.716666666666668
2012-08-01,15.0,12.6,6.8,6.7,8.1,8.2,6.3,7.0,6.4,6.2,6.2,5.6,8.16,8.133333333333333,7.716666666666668
2012-09-01,13.5,11.0,6.6,6.5,7.9,8.2,6.1,6.4,6.1,6.0,6.3,5.4,7.69,7.75,7.25
2012-10-01,13.7,12.4,6.5,6.5,8.0,8.3,6.0,6.5,6.1,5.8,6.0,5.6,7.840000000000001,7.716666666666668,7.516666666666667
2012-11-01,13.2,12.5,6.5,6.4,7.7,7.8,6.1,6.4,6.0,5.9,6.2,5.4,7.720000000000001,7.616666666666667,7.3999999999999995
2012-12-01,13.7,13.9,6.4,6.6,7.7,7.8,6.1,7.2,5.7,6.0,6.2,5.5,7.9799999999999995,7.633333333333334,7.833333333333333
2013-01-01,15.4,12.9,6.6,6.5,7.7,7.7,6.2,7.0,6.0,6.0,6.3,5.7,8.09,8.033333333333333,7.633333333333333
2013-02-01,13.2,12.7,6.3,6.3,7.7,7.8,5.9,6.6,5.7,5.5,5.9,5.5,7.65,7.45,7.3999999999999995
2013-03-01,14.4,11.7,6.1,6.4,7.4,7.5,5.7,6.5,5.6,5.8,5.7,5.3,7.56,7.483333333333334,7.199999999999999
2013-04-01,14.4,12.3,6.3,6.0,7.7,7.3,5.8,5.9,6.1,5.6,5.7,5.2,7.6,7.666666666666667,7.050000000000001
2013-05-01,14.8,11.6,6.3,5.9,7.2,7.2,5.9,6.2,6.2,5.6,5.8,4.7,7.5200000000000005,7.7,6.866666666666667
2013-06-01,14.9,11.9,6.2,6.2,7.5,7.8,5.8,6.1,6.0,5.6,5.5,5.4,7.65,7.6499999999999995,7.166666666666667
2013-07-01,13.8,10.8,6.2,5.8,7.7,7.2,5.8,6.0,5.6,5.6,5.6,4.1,7.219999999999999,7.45,6.583333333333333
2013-08-01,14.6,11.6,6.2,5.5,8.3,6.9,5.6,5.7,5.5,5.2,5.4,4.6,7.339999999999999,7.6000000000000005,6.583333333333333
2013-09-01,14.6,10.7,6.2,5.7,7.8,6.9,5.7,5.4,5.8,5.3,5.5,5.0,7.2700000000000005,7.6000000000000005,6.499999999999999
2013-10-01,13.7,10.5,6.1,5.8,7.2,6.9,5.7,5.7,6.0,5.6,5.6,5.3,7.219999999999999,7.383333333333333,6.633333333333333
2013-11-01,12.4,10.8,6.0,5.7,7.4,7.2,5.9,5.4,5.6,5.3,5.2,4.5,6.970000000000001,7.083333333333333,6.483333333333333
2013-12-01,11.5,10.1,5.6,5.6,7.0,6.8,5.2,5.5,4.9,5.2,5.2,4.9,6.630000000000001,6.566666666666667,6.3500000000000005
2014-01-01,12.9,10.9,5.5,5.1,6.9,6.6,4.9,5.1,5.2,4.9,4.7,4.4,6.65,6.683333333333334,6.166666666666667
2014-02-01,13.6,10.4,5.5,5.4,7.0,7.2,5.1,4.9,5.3,4.9,4.5,4.4,6.730000000000001,6.833333333333333,6.199999999999999
2014-03-01,13.1,11.5,5.3,5.6,6.5,7.3,5.0,5.4,4.9,5.0,4.7,4.6,6.8,6.583333333333333,6.566666666666667
2014-04-01,12.2,9.2,5.2,5.2,6.6,6.7,4.8,5.0,4.5,4.8,4.7,4.6,6.3100000000000005,6.333333333333333,5.916666666666667
2014-05-01,12.2,10.0,5.2,5.2,6.7,6.4,4.9,5.1,4.3,4.6,4.6,4.7,6.35,6.316666666666666,6.000000000000001
2014-06-01,11.8,9.1,5.1,4.9,6.6,6.3,4.5,4.9,4.1,4.3,5.0,4.0,6.06,6.183333333333334,5.583333333333333
2014-07-01,12.3,9.5,4.9,5.1,6.5,6.6,4.8,4.8,3.8,4.5,4.4,4.6,6.18,6.116666666666667,5.8500000000000005
2014-08-01,11.9,9.9,5.0,5.1,6.6,7.1,4.9,4.7,4.1,4.1,4.4,4.6,6.2299999999999995,6.1499999999999995,5.916666666666667
2014-09-01,12.7,10.3,4.5,4.9,5.9,6.7,4.0,4.8,4.0,4.3,3.9,3.9,6.05,5.833333333333333,5.816666666666667
2014-10-01,10.0,10.5,4.5,4.8,5.9,6.4,4.1,4.7,3.8,4.3,4.2,3.9,5.779999999999999,5.416666666666667,5.766666666666667
2014-11-01,11.6,10.0,4.8,4.7,6.0,6.0,4.3,4.6,4.2,4.1,4.7,4.2,5.970000000000001,5.933333333333334,5.6000000000000005
2014-12-01,11.3,9.5,4.5,4.5,5.6,6.1,4.2,4.3,4.0,4.0,4.1,3.8,5.6899999999999995,5.616666666666666,5.366666666666667
2015-01-01,11.3,7.7,4.6,4.6,5.8,5.9,4.4,4.4,4.0,4.4,4.2,4.0,5.610000000000001,5.716666666666668,5.166666666666667
2015-02-01,10.8,9.1,4.6,4.4,5.6,5.2,4.2,4.6,3.9,3.9,4.4,4.0,5.569999999999999,5.583333333333333,5.199999999999999
2015-03-01,11.3,10.0,4.4,4.3,5.7,5.7,4.1,4.2,3.7,3.8,4.0,3.7,5.62,5.533333333333334,5.283333333333333
2015-04-01,10.7,8.7,4.4,4.5,5.4,6.3,4.1,4.6,4.0,3.7,4.2,3.7,5.540000000000001,5.466666666666668,5.25
2015-05-01,11.4,9.0,4.4,4.6,5.6,6.0,4.3,4.7,3.7,4.1,4.0,3.7,5.65,5.566666666666666,5.3500000000000005
2015-06-01,10.8,8.6,4.2,4.3,5.3,5.8,4.1,3.8,3.4,3.5,3.8,3.6,5.27,5.266666666666667,4.933333333333334
2015-07-01,10.5,8.8,4.1,4.4,5.5,5.5,3.8,4.4,3.5,3.9,3.7,3.5,5.3100000000000005,5.183333333333334,5.083333333333333
2015-08-01,10.1,8.0,4.0,4.2,5.1,5.1,3.5,4.2,3.6,3.9,3.9,3.6,5.1,5.033333333333333,4.833333333333333
2015-09-01,10.4,8.0,4.1,4.2,5.2,5.0,3.7,4.4,3.3,3.5,4.0,3.7,5.12,5.116666666666666,4.8
2015-10-01,10.3,8.0,4.1,4.2,5.4,5.1,3.8,4.5,3.6,3.7,3.4,3.5,5.130000000000001,5.1000000000000005,4.833333333333333
2015-11-01,11.4,7.9,4.1,4.3,5.6,5.4,3.7,4.3,3.3,3.5,3.7,3.7,5.250000000000001,5.3,4.8500000000000005
2015-12-01,10.0,8.3,4.0,4.0,5.5,5.1,3.8,4.3,3.4,3.9,3.4,3.0,5.069999999999999,5.016666666666667,4.766666666666667
2016-01-01,8.6,6.8,3.9,4.2,4.9,5.1,3.4,4.4,3.3,3.7,3.8,3.5,4.75,4.6499999999999995,4.616666666666666
2016-02-01,9.2,8.0,3.9,4.1,4.9,5.0,3.5,4.0,3.2,3.8,4.0,3.5,4.91,4.783333333333333,4.733333333333333
2016-03-01,9.0,8.2,4.0,4.3,4.9,5.5,3.4,4.2,3.5,3.6,4.0,3.8,5.01,4.8,4.933333333333334
2016-04-01,9.6,8.4,4.1,4.2,5.3,5.0,3.7,4.5,3.5,3.7,3.8,3.6,5.11,5.0,4.9
2016-05-01,8.9,7.6,3.9,3.9,5.1,5.1,3.4,3.8,3.2,3.8,3.7,3.1,4.7700000000000005,4.699999999999999,4.550000000000001
2016-06-01,9.1,7.6,3.9,4.1,5.1,5.3,3.6,4.0,3.4,3.6,3.7,3.3,4.869999999999999,4.8,4.65
2016-07-01,10.1,7.3,4.0,3.7,5.1,5.0,3.5,3.3,3.6,3.2,3.8,3.3,4.819999999999999,5.016666666666667,4.3
2016-08-01,9.4,6.6,4.0,4.2,5.0,5.3,3.8,4.3,3.4,3.7,3.6,3.4,4.85,4.866666666666666,4.583333333333333
2016-09-01,9.3,7.0,4.2,4.1,5.2,5.2,4.1,4.3,3.4,3.8,3.9,3.3,4.949999999999999,5.016666666666666,4.616666666666667
2016-10-01,10.0,7.0,4.0,4.1,5.1,5.1,3.8,4.2,3.3,3.7,3.9,3.5,4.96,5.016666666666667,4.6
2016-11-01,9.3,7.2,3.9,4.0,5.1,4.8,3.6,3.6,3.3,3.8,3.6,3.6,4.790000000000001,4.800000000000001,4.500000000000001
2016-12-01,9.3,7.0,3.9,4.0,4.7,4.7,3.8,4.2,3.1,3.5,3.6,3.5,4.74,4.733333333333334,4.483333333333333
2017-01-01,9.3,7.0,3.8,4.1,4.9,4.9,3.9,4.1,3.0,3.5,3.2,3.8,4.76,4.683333333333333,4.566666666666667
2017-02-01,9.6,6.4,3.8,4.0,4.9,4.6,3.8,4.5,2.9,3.4,3.4,3.6,4.71,4.7333333333333325,4.416666666666667
2017-03-01,8.3,6.1,3.7,3.7,4.6,4.1,3.7,4.1,3.0,3.3,3.4,3.3,4.39,4.45,4.1000000000000005
2017-04-01,8.2,6.4,3.4,3.9,4.3,4.4,3.4,3.9,2.8,4.0,3.2,3.3,4.39,4.216666666666666,4.316666666666667
2017-05-01,7.7,5.3,3.4,4.0,4.7,5.2,3.0,3.8,3.1,3.5,2.9,3.3,4.249999999999999,4.133333333333334,4.183333333333334
2017-06-01,8.3,6.1,3.4,3.7,4.4,4.2,3.0,3.5,3.3,3.8,2.9,3.2,4.2700000000000005,4.216666666666667,4.083333333333333
2017-07-01,8.0,6.6,3.5,3.6,4.4,4.5,3.4,3.4,3.3,3.1,2.9,3.3,4.29,4.25,4.083333333333333
2017-08-01,7.6,6.2,3.7,3.7,4.8,4.7,3.2,3.4,3.6,3.6,3.2,3.0,4.33,4.3500000000000005,4.1000000000000005
2017-09-01,8.6,6.4,3.4,3.6,4.4,4.5,2.9,3.5,3.1,3.1,3.2,3.4,4.3100000000000005,4.266666666666667,4.083333333333333
2017-10-01,8.3,6.5,3.4,3.4,4.5,4.6,2.8,3.3,2.8,2.7,3.4,2.8,4.17,4.2,3.8833333333333333
2017-11-01,8.6,6.1,3.3,3.5,4.3,4.6,2.7,3.6,2.8,2.8,3.4,2.9,4.18,4.183333333333333,3.9166666666666665
2017-12-01,8.0,6.6,3.4,3.5,4.4,4.6,2.7,3.5,2.8,2.7,3.5,3.2,4.2,4.133333333333334,4.016666666666667
2018-01-01,8.3,6.4,3.3,3.3,3.9,4.7,3.1,3.1,3.1,2.8,3.3,2.6,4.130000000000001,4.166666666666667,3.816666666666667
2018-02-01,7.7,5.9,3.3,3.5,3.9,4.6,2.8,3.6,2.7,3.0,3.5,3.0,4.07,3.983333333333333,3.9333333333333336
2018-03-01,7.0,5.8,3.2,3.4,3.9,4.0,3.0,3.5,2.8,2.9,3.1,3.2,3.920000000000001,3.833333333333334,3.7999999999999994
2018-04-01,7.5,5.9,3.3,3.3,4.5,4.1,2.7,3.4,2.7,3.0,3.2,2.8,3.9799999999999995,3.983333333333333,3.75
2018-05-01,7.7,6.2,3.1,3.1,3.8,3.9,2.6,3.1,2.8,2.7,2.9,2.5,3.8199999999999994,3.816666666666667,3.5833333333333335
2018-06-01,8.2,6.4,3.2,3.3,3.7,4.1,2.8,3.2,3.1,3.1,3.1,2.9,4.06,4.016666666666667,3.8333333333333335
2018-07-01,7.4,6.3,3.0,3.3,3.5,3.4,2.5,3.5,2.9,2.9,2.9,3.1,3.8400000000000007,3.6999999999999993,3.75
2018-08-01,7.3,5.7,3.1,3.2,4.1,4.0,2.6,3.1,2.5,2.7,3.0,3.1,3.81,3.766666666666667,3.6333333333333333
2018-09-01,7.5,6.4,3.1,3.0,3.6,3.5,3.0,2.8,2.7,2.7,3.0,2.8,3.8,3.8166666666666664,3.533333333333333
2018-10-01,7.7,6.3,3.1,3.1,4.0,3.6,3.1,2.9,2.7,2.8,2.8,3.0,3.8899999999999997,3.9000000000000004,3.6166666666666667
2018-11-01,7.4,6.0,3.0,3.2,3.5,4.3,2.9,3.0,2.6,2.7,3.0,2.8,3.8199999999999994,3.733333333333334,3.6666666666666665
2018-12-01,8.0,6.9,3.2,3.2,3.8,4.3,2.9,2.8,3.1,2.8,3.1,2.8,4.05,4.016666666666667,3.8000000000000007
2019-01-01,8.7,6.8,3.2,3.2,3.8,4.0,2.9,2.9,2.8,3.0,3.3,3.0,4.119999999999999,4.116666666666666,3.8166666666666664
2019-02-01,7.8,6.7,3.0,3.1,3.7,4.3,2.7,2.6,2.9,2.7,2.8,2.6,3.88,3.8166666666666664,3.6666666666666674
2019-03-01,8.4,5.4,3.0,3.1,3.6,4.1,2.9,2.8,2.9,2.8,2.7,2.6,3.8200000000000003,3.916666666666666,3.466666666666667
2019-04-01,7.4,5.4,2.9,2.9,3.6,4.1,2.7,2.7,2.8,2.3,2.6,2.6,3.62,3.6666666666666674,3.333333333333334
2019-05-01,8.2,5.5,2.8,3.0,3.4,3.6,2.5,2.8,2.6,2.6,2.5,3.0,3.6700000000000004,3.6666666666666665,3.4166666666666665
2019-06-01,7.4,4.6,2.8,3.2,3.5,3.5,2.3,3.2,2.9,2.6,2.6,3.3,3.59,3.5833333333333335,3.4000000000000004
2019-07-01,7.4,5.9,2.9,3.0,3.8,3.5,2.5,2.9,2.9,2.5,2.4,2.9,3.6700000000000004,3.65,3.4499999999999997
2019-08-01,7.6,6.0,2.9,3.0,3.8,3.4,2.5,2.9,3.0,2.6,2.4,2.8,3.6999999999999993,3.6999999999999997,3.4500000000000006
2019-09-01,7.2,5.4,2.9,2.8,3.9,3.2,2.3,2.8,2.8,2.8,2.4,2.6,3.5400000000000005,3.5833333333333335,3.266666666666667
2019-10-01,7.8,4.9,2.9,3.0,3.9,3.8,2.4,2.9,2.5,2.6,2.6,2.8,3.6199999999999997,3.6833333333333336,3.3333333333333335
2019-11-01,7.3,5.7,2.9,3.0,3.8,3.6,2.6,3.0,2.2,2.9,2.7,2.6,3.6399999999999997,3.5833333333333335,3.466666666666667
2019-12-01,7.3,6.0,2.8,3.0,3.7,3.7,2.6,3.1,2.5,2.6,2.3,2.7,3.650000000000001,3.5333333333333337,3.516666666666666
2020-01-01,7.0,6.9,2.9,2.9,3.9,3.6,2.7,2.9,2.3,2.4,2.6,2.5,3.6799999999999997,3.566666666666667,3.533333333333333
2020-02-01,6.8,6.1,3.0,2.8,3.8,3.5,2.8,2.8,2.4,2.5,2.8,2.4,3.59,3.6,3.3499999999999996
2020-03-01,8.6,8.0,3.6,3.5,4.2,4.0,3.4,3.6,3.1,3.3,3.5,3.2,4.49,4.3999999999999995,4.266666666666667
2020-04-01,23.1,27.9,12.0,14.2,14.1,15.0,10.5,12.8,11.3,13.3,12.1,15.4,15.55,13.85,16.433333333333334
2020-05-01,22.1,23.9,10.5,12.8,12.9,14.0,9.4,11.0,9.1,12.4,10.2,13.6,13.860000000000003,12.366666666666667,14.616666666666667
2020-06-01,18.7,20.4,9.2,10.3,11.7,11.7,8.7,9.3,7.5,9.3,8.8,10.5,11.659999999999998,10.766666666666666,11.916666666666666
2020-07-01,17.2,18.9,8.6,9.6,11.6,10.8,7.7,8.4,6.7,9.0,7.9,9.6,10.78,9.950000000000001,11.049999999999999
2020-08-01,14.1,13.8,7.3,7.8,9.7,9.4,6.4,6.6,5.7,6.8,7.2,8.0,8.77,8.4,8.733333333333333
2020-09-01,12.9,12.2,6.8,7.3,8.7,8.6,6.1,6.3,6.1,6.8,6.3,7.2,8.12,7.816666666666666,8.066666666666666
2020-10-01,12.0,9.9,6.2,6.1,7.8,6.9,5.8,6.0,5.9,5.8,5.2,5.8,7.109999999999999,7.150000000000001,6.749999999999999
2020-11-01,12.0,9.4,6.2,5.8,7.7,6.4,5.6,5.6,5.4,5.5,5.8,5.8,6.92,7.116666666666666,6.416666666666667
2020-12-01,12.3,10.2,5.9,5.9,6.7,6.6,5.8,5.2,5.1,5.6,5.9,6.1,6.95,6.95,6.6000000000000005
2021-01-01,10.0,9.8,5.7,5.6,6.9,6.6,5.5,5.6,4.7,5.1,5.4,5.2,6.4799999999999995,6.366666666666667,6.316666666666667
2021-02-01,10.4,9.0,5.6,5.6,6.6,6.1,5.4,5.7,4.6,5.3,5.6,5.1,6.38,6.366666666666667,6.133333333333333
2021-03-01,10.6,9.5,5.2,5.3,6.6,6.7,5.1,5.2,4.6,4.5,4.6,4.7,6.210000000000001,6.116666666666667,5.983333333333333
2021-04-01,11.4,9.3,5.4,5.2,6.7,6.2,4.7,5.3,5.2,4.5,5.2,4.9,6.34,6.433333333333334,5.8999999999999995
2021-05-01,11.1,9.2,5.3,4.9,6.1,5.4,5.3,4.7,5.0,4.5,4.6,5.1,6.1,6.233333333333333,5.633333333333333
2021-06-01,10.2,7.9,5.4,5.3,7.0,5.9,5.1,5.6,4.7,4.6,4.8,5.0,6.08,6.2,5.716666666666668
2021-07-01,10.3,7.8,4.9,4.7,6.3,5.8,4.6,4.7,4.1,3.6,4.4,4.3,5.59,5.766666666666667,5.15
2021-08-01,9.4,8.9,4.6,4.3,5.8,5.3,4.4,4.2,4.1,3.9,4.0,3.7,5.37,5.383333333333334,5.05
2021-09-01,9.0,6.4,4.3,4.0,5.7,4.8,4.0,3.7,3.7,4.1,3.6,3.4,4.84,5.05,4.3999999999999995
2021-10-01,8.3,6.2,3.9,4.0,5.0,4.4,3.7,4.0,3.2,4.3,3.5,3.6,4.619999999999999,4.6000000000000005,4.416666666666667
2021-11-01,8.0,6.7,3.5,3.6,4.3,4.0,3.9,3.8,2.9,3.2,3.0,3.5,4.33,4.266666666666667,4.133333333333334
2021-12-01,7.7,6.4,3.3,3.3,4.4,4.0,3.3,3.2,2.5,3.0,2.7,3.1,4.03,3.983333333333333,3.8333333333333335
2022-01-01,8.5,5.9,3.4,3.4,4.4,4.2,3.5,3.5,2.4,2.8,3.2,3.1,4.15,4.233333333333333,3.816666666666667
2022-02-01,7.8,7.1,3.2,3.3,3.9,4.4,3.3,3.3,2.3,2.6,3.2,2.9,4.08,3.9499999999999997,3.933333333333333
2022-03-01,8.5,6.3,2.9,3.0,4.0,3.9,2.8,2.7,1.9,2.6,2.6,2.6,3.7900000000000005,3.783333333333333,3.5166666666666675
2022-04-01,8.0,5.7,3.0,2.9,4.2,3.7,2.8,3.0,2.0,2.3,2.8,2.7,3.72,3.8000000000000003,3.3833333333333333
2022-05-01,7.1,6.4,2.9,3.0,3.9,3.9,2.8,3.0,2.2,2.5,2.7,2.7,3.72,3.5999999999999996,3.5833333333333335
2022-06-01,7.6,6.0,2.9,3.1,3.5,3.4,2.9,3.6,2.3,2.6,2.8,2.7,3.7399999999999998,3.6666666666666665,3.566666666666667
2022-07-01,7.3,5.4,2.8,2.8,3.5,3.7,2.8,2.6,2.4,2.4,2.5,2.4,3.499999999999999,3.5499999999999994,3.2166666666666663
2022-08-01,8.1,5.8,3.0,3.0,3.7,3.8,3.0,2.8,2.6,2.7,2.7,2.6,3.7800000000000002,3.85,3.4500000000000006
2022-09-01,7.9,6.0,2.8,2.7,3.6,3.6,2.9,3.1,2.3,1.9,2.4,2.4,3.6100000000000003,3.65,3.2833333333333328
2022-10-01,7.2,6.6,2.9,3.1,3.9,4.0,2.6,3.2,2.8,2.7,2.3,2.5,3.78,3.616666666666667,3.683333333333333
2022-11-01,7.7,5.9,2.9,3.0,4.1,4.1,2.4,2.9,2.6,2.8,2.6,2.3,3.7399999999999998,3.716666666666667,3.5
2022-12-01,7.3,7.3,2.8,2.8,3.9,3.7,2.3,2.5,2.1,2.5,2.7,2.6,3.69,3.516666666666667,3.566666666666667
2023-01-01,7.8,6.3,2.9,2.7,4.3,3.5,2.5,2.7,2.2,2.4,2.4,2.2,3.6300000000000003,3.683333333333333,3.2999999999999994
2023-02-01,7.9,5.9,2.9,3.0,3.9,3.9,2.7,2.4,2.5,2.8,2.5,2.7,3.72,3.733333333333334,3.4499999999999997
2023-03-01,6.9,6.1,3.0,2.7,4.0,3.4,2.8,2.3,2.1,2.8,2.8,2.4,3.5599999999999996,3.6,3.283333333333333
2023-04-01,6.0,4.7,2.9,2.8,4.0,3.5,2.9,3.0,2.4,2.5,2.3,2.4,3.37,3.4166666666666665,3.15
2023-05-01,7.1,5.4,3.0,3.1,3.7,4.0,2.7,3.1,2.7,2.6,2.9,2.6,3.6800000000000006,3.683333333333333,3.466666666666667
2023-06-01,6.7,5.3,3.0,3.0,4.0,3.9,2.5,3.5,2.5,2.3,3.0,2.1,3.5800000000000005,3.6166666666666667,3.35
2023-07-01,7.2,6.2,2.9,2.7,3.8,3.3,2.8,3.2,2.6,1.9,2.2,2.3,3.55,3.5833333333333335,3.266666666666666
2023-08-01,8.4,5.8,3.1,2.9,3.9,3.8,3.0,2.9,2.7,2.2,2.8,2.5,3.8,3.983333333333333,3.35
2023-09-01,8.4,5.7,3.3,2.8,4.6,3.3,3.0,2.5,3.1,2.4,2.5,2.7,3.8200000000000003,4.1499999999999995,3.233333333333333
2023-10-01,7.9,6.2,3.3,2.9,4.7,3.7,3.0,2.9,2.6,2.2,2.7,2.8,3.87,4.033333333333333,3.4500000000000006
